"종목별","항목","단위","2019 년","2020 년","2021 년","2022 년","2023 년",
"항공기체기술사","실기합격률[%]","%","60","50","50","50","12.5",
"항공기관기술사","필기접수[명]","명","18","13","23","14","13",
"항공기관기술사","필기응시[명]","명","16","11","21","13","10",
"항공기관기술사","필기합격[명]","명","6","4","8","5","2",
"항공기관기술사","필기합격률[%]","%","37.5","36.36","38.1","38.46","20",
"항공기관기술사","실기접수[명]","명","11","7","11","10","8",
"항공기관기술사","실기응시[명]","명","11","7","11","10","8",
"항공기관기술사","실기합격[명]","명","4","1","6","4","4",
"항공기관기술사","실기합격률[%]","%","36.36","14.29","54.55","40","50",
"자동차","필기접수[명]","명","113","95","103","98","82",
"자동차","필기응시[명]","명","91","81","90","82","66",
"자동차","필기합격[명]","명","19","19","7","7","19",
"자동차","필기합격률[%]","%","20.88","23.46","7.78","8.54","28.79",
"자동차","실기접수[명]","명","42","54","36","24","39",
"자동차","실기응시[명]","명","40","54","36","24","39",
"자동차","실기합격[명]","명","8","17","14","4","10",
"자동차","실기합격률[%]","%","20","31.48","38.89","16.67","25.64",
"차량기술사","필기접수[명]","명","113","95","103","98","82",
"차량기술사","필기응시[명]","명","91","81","90","82","66",
"차량기술사","필기합격[명]","명","19","19","7","7","19",
"차량기술사","필기합격률[%]","%","20.88","23.46","7.78","8.54","28.79",
"차량기술사","실기접수[명]","명","42","54","36","24","39",
"차량기술사","실기응시[명]","명","40","54","36","24","39",
"차량기술사","실기합격[명]","명","8","17","14","4","10",
"차량기술사","실기합격률[%]","%","20","31.48","38.89","16.67","25.64",
"금형.공작기계","필기접수[명]","명","227","298","211","153","212",
"금형.공작기계","필기응시[명]","명","208","244","164","128","182",
"금형.공작기계","필기합격[명]","명","57","31","27","16","32",
"금형.공작기계","필기합격률[%]","%","27.4","12.7","16.46","12.5","17.58",
"금형.공작기계","실기접수[명]","명","108","77","60","30","72",
"금형.공작기계","실기응시[명]","명","108","77","60","30","72",
"금형.공작기계","실기합격[명]","명","52","35","33","10","27",
"금형.공작기계","실기합격률[%]","%","48.15","45.45","55","33.33","37.5",
"금형기술사","필기접수[명]","명","227","298","211","153","212",
"금형기술사","필기응시[명]","명","208","244","164","128","182",
"금형기술사","필기합격[명]","명","57","31","27","16","32",
"금형기술사","필기합격률[%]","%","27.4","12.7","16.46","12.5","17.58",
"금형기술사","실기접수[명]","명","108","77","60","30","72",
"금형기술사","실기응시[명]","명","108","77","60","30","72",
"금형기술사","실기합격[명]","명","52","35","33","10","27",
"금형기술사","실기합격률[%]","%","48.15","45.45","55","33.33","37.5",
"재료","필기접수[명]","명","213","233","279","202","210",
"재료","필기응시[명]","명","181","192","241","167","169",
"재료","필기합격[명]","명","40","48","61","36","47",
"재료","필기합격률[%]","%","22.1","25","25.31","21.56","27.81",
"재료","실기접수[명]","명","81","77","81","77","86",
"재료","실기응시[명]","명","81","76","81","76","86",
"재료","실기합격[명]","명","40","45","36","32","38",
"재료","실기합격률[%]","%","49.38","59.21","44.44","42.11","44.19",
"금속.재료","필기접수[명]","명","66","88","110","85","81",
"금속.재료","필기응시[명]","명","57","70","93","76","72",
"금속.재료","필기합격[명]","명","22","29","39","33","33",
"금속.재료","필기합격률[%]","%","38.6","41.43","41.94","43.42","45.83",
"금속.재료","실기접수[명]","명","42","49","53","56","65",
"금속.재료","실기응시[명]","명","42","48","53","55","65",
"금속.재료","실기합격[명]","명","17","29","22","21","30",
"금속.재료","실기합격률[%]","%","40.48","60.42","41.51","38.18","46.15",
"금속제련기술사","필기접수[명]","명","8","8","13","7","5",
"금속제련기술사","필기응시[명]","명","6","7","9","5","3",
"금속제련기술사","필기합격[명]","명","1","1","5","3","2",
"금속제련기술사","필기합격률[%]","%","16.67","14.29","55.56","60","66.67",
"금속제련기술사","실기접수[명]","명","6","4","6","5","5",
"금속제련기술사","실기응시[명]","명","6","4","6","5","5",
"금속제련기술사","실기합격[명]","명","3","2","2","2","3",
"금속제련기술사","실기합격률[%]","%","50","50","33.33","40","60",
"금속재료기술사","필기접수[명]","명","43","61","74","51","35",
"금속재료기술사","필기응시[명]","명","37","48","63","47","29",
"금속재료기술사","필기합격[명]","명","13","19","23","21","13",
"금속재료기술사","필기합격률[%]","%","35.14","39.58","36.51","44.68","44.83",
"금속재료기술사","실기접수[명]","명","23","34","31","38","37",
"금속재료기술사","실기응시[명]","명","23","33","31","38","37",
"금속재료기술사","실기합격[명]","명","6","21","9","12","18",
"금속재료기술사","실기합격률[%]","%","26.09","63.64","29.03","31.58","48.65",
"금속가공기술사","필기접수[명]","명","14","16","15","24","34",
"금속가공기술사","필기응시[명]","명","14","13","13","21","33",
"금속가공기술사","필기합격[명]","명","8","8","5","7","15",
"금속가공기술사","필기합격률[%]","%","57.14","61.54","38.46","33.33","45.45",
"금속가공기술사","실기접수[명]","명","11","10","10","10","18",
"금속가공기술사","실기응시[명]","명","11","10","10","9","18",
"금속가공기술사","실기합격[명]","명","6","5","6","6","7",
"금속가공기술사","실기합격률[%]","%","54.55","50","60","66.67","38.89",
"세라믹기술사","필기접수[명]","명","1","3","8","3","7",
"세라믹기술사","필기응시[명]","명","0","2","8","3","7",
"세라믹기술사","필기합격[명]","명","0","1","6","2","3",
"세라믹기술사","필기합격률[%]","%","0","50","75","66.67","42.86",
"세라믹기술사","실기접수[명]","명","2","1","6","3","5",
"세라믹기술사","실기응시[명]","명","2","1","6","3","5",
"세라믹기술사","실기합격[명]","명","2","1","5","1","2",
"세라믹기술사","실기합격률[%]","%","100","100","83.33","33.33","40",
"용접","필기접수[명]","명","136","129","158","110","118",
"용접","필기응시[명]","명","116","107","139","86","89",
"용접","필기합격[명]","명","16","16","19","3","11",
"용접","필기합격률[%]","%","13.79","14.95","13.67","3.49","12.36",
"용접","실기접수[명]","명","37","25","25","21","18",
"용접","실기응시[명]","명","37","25","25","21","18",
"용접","실기합격[명]","명","21","13","11","11","6",
"용접","실기합격률[%]","%","56.76","52","44","52.38","33.33",
"용접기술사","필기접수[명]","명","136","129","158","110","118",
"용접기술사","필기응시[명]","명","116","107","139","86","89",
"용접기술사","필기합격[명]","명","16","16","19","3","11",
"용접기술사","필기합격률[%]","%","13.79","14.95","13.67","3.49","12.36",
"용접기술사","실기접수[명]","명","37","25","25","21","18",
"용접기술사","실기응시[명]","명","37","25","25","21","18",
"용접기술사","실기합격[명]","명","21","13","11","11","6",
"용접기술사","실기합격률[%]","%","56.76","52","44","52.38","33.33",
"도장.도금","필기접수[명]","명","11","16","11","7","11",
"도장.도금","필기응시[명]","명","8","15","9","5","8",
"도장.도금","필기합격[명]","명","2","3","3","0","3",
"도장.도금","필기합격률[%]","%","25","20","33.33","0","37.5",
"도장.도금","실기접수[명]","명","2","3","3","0","3",
"도장.도금","실기응시[명]","명","2","3","3","0","3",
"도장.도금","실기합격[명]","명","2","3","3","0","2",
"도장.도금","실기합격률[%]","%","100","100","100","0","66.67",
"표면처리기술사","필기접수[명]","명","11","16","11","7","11",
"표면처리기술사","필기응시[명]","명","8","15","9","5","8",
"표면처리기술사","필기합격[명]","명","2","3","3","0","3",
"표면처리기술사","필기합격률[%]","%","25","20","33.33","0","37.5",
"표면처리기술사","실기접수[명]","명","2","3","3","0","3",
"표면처리기술사","실기응시[명]","명","2","3","3","0","3",
"표면처리기술사","실기합격[명]","명","2","3","3","0","2",
"표면처리기술사","실기합격률[%]","%","100","100","100","0","66.67",
"화학","필기접수[명]","명","35","44","44","37","51",
"화학","필기응시[명]","명","31","39","40","32","47",
"화학","필기합격[명]","명","23","16","6","13","11",
"화학","필기합격률[%]","%","74.19","41.03","15","40.63","23.4",
"화학","실기접수[명]","명","26","28","24","17","17",
"화학","실기응시[명]","명","26","28","24","17","17",
"화학","실기합격[명]","명","13","9","15","9","8",
"화학","실기합격률[%]","%","50","32.14","62.5","52.94","47.06",
"화공","필기접수[명]","명","35","44","44","37","51",
"화공","필기응시[명]","명","31","39","40","32","47",
"화공","필기합격[명]","명","23","16","6","13","11",
"화공","필기합격률[%]","%","74.19","41.03","15","40.63","23.4",
"화공","실기접수[명]","명","26","28","24","17","17",
"화공","실기응시[명]","명","26","28","24","17","17",
"화공","실기합격[명]","명","13","9","15","9","8",
"화공","실기합격률[%]","%","50","32.14","62.5","52.94","47.06",
"화공기술사","필기접수[명]","명","35","44","44","37","51",
"화공기술사","필기응시[명]","명","31","39","40","32","47",
"화공기술사","필기합격[명]","명","23","16","6","13","11",
"화공기술사","필기합격률[%]","%","74.19","41.03","15","40.63","23.4",
"화공기술사","실기접수[명]","명","26","28","24","17","17",
"화공기술사","실기응시[명]","명","26","28","24","17","17",
"화공기술사","실기합격[명]","명","13","9","15","9","8",
"화공기술사","실기합격률[%]","%","50","32.14","62.5","52.94","47.06",
"섬유.의복","필기접수[명]","명","21","20","22","26","19",
"섬유.의복","필기응시[명]","명","18","15","17","19","13",
"섬유.의복","필기합격[명]","명","10","5","8","8","6",
"섬유.의복","필기합격률[%]","%","55.56","33.33","47.06","42.11","46.15",
"섬유.의복","실기접수[명]","명","10","9","12","11","11",
"섬유.의복","실기응시[명]","명","10","9","12","11","11",
"섬유.의복","실기합격[명]","명","4","7","7","5","6",
"섬유.의복","실기합격률[%]","%","40","77.78","58.33","45.45","54.55",
"섬유","필기접수[명]","명","21","20","22","26","19",
"섬유","필기응시[명]","명","18","15","17","19","13",
"섬유","필기합격[명]","명","10","5","8","8","6",
"섬유","필기합격률[%]","%","55.56","33.33","47.06","42.11","46.15",
"섬유","실기접수[명]","명","10","9","12","11","11",
"섬유","실기응시[명]","명","10","9","12","11","11",
"섬유","실기합격[명]","명","4","7","7","5","6",
"섬유","실기합격률[%]","%","40","77.78","58.33","45.45","54.55",
"섬유기술사","필기접수[명]","명","10","12","14","13","12",
"섬유기술사","필기응시[명]","명","10","8","11","11","9",
